property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,suncity avenue 76,sector 76,0.75,10067.114093959732,2.0,2.0,2,11.0,New Property,745.0,0,0,0,0,0,0,40
flat,bptp terra,sector 37d,1.75,8333.333333333334,4.0,4.0,3,7.0,Relatively New,2100.0,0,0,0,0,1,2,120
flat,emaar mgf emerald estate,sector 65,1.42,14059.405940594059,2.0,2.0,2,6.0,Relatively New,1010.0,1,0,0,0,0,2,174
flat,smart world orchard,sector 61,2.41,14785.276073619632,3.0,3.0,3,2.0,New Property,1630.0,0,0,0,0,0,0,61
flat,m3m skywalk,sector 74,1.54,12833.333333333334,2.0,2.0,3+,22.0,Relatively New,1200.0,0,0,0,0,1,0,137
house,independent,sector 10a,3.6,19607.843137254902,8.0,4.0,3,3.0,Moderately Old,1836.0,0,0,0,1,0,2,28
flat,orris carnation residency,sector 85,0.9,6419.400855920114,3.0,3.0,2,12.0,Relatively New,1402.0,0,0,0,0,0,0,120
flat,ss the leaf,sector 85,1.1,6875.0,2.0,2.0,3,10.0,Relatively New,1600.0,0,0,0,1,0,0,150
flat,ss the leaf,sector 85,1.3,8718.980549966465,2.0,2.0,3+,10.0,Relatively New,1491.0,0,0,1,0,0,0,148
flat,godrej oasis,sector 88a,1.38,6010.452961672473,3.0,3.0,3+,7.0,Relatively New,2296.0,0,1,0,0,0,0,72
flat,umang winter hills,sector 77,1.4,8069.164265129683,3.0,3.0,3,10.0,Relatively New,1735.0,0,0,0,0,0,0,28
flat,bptp terra,sector 37d,1.79,9900.442477876106,4.0,3.0,3,15.0,Relatively New,1808.0,0,0,0,0,1,2,37
flat,aipl club residences,sector 70a,1.27,8764.665286404417,2.0,2.0,3+,24.0,Relatively New,1449.0,0,0,0,0,1,2,113
flat,emaar gurgaon greens,sector 102,1.45,11026.61596958175,3.0,3.0,3,10.0,Relatively New,1315.0,0,1,0,0,0,0,165
house,independent,sector 31,3.25,22429.26155969634,4.0,4.0,3+,3.0,Moderately Old,1449.0,1,1,1,1,0,2,29
flat,siddhartha apartment,sector 95,0.72,4000.0,3.0,3.0,2,4.0,Relatively New,1800.0,0,0,0,0,1,0,21
flat,trisara our homes 3,sohna road,0.21,4338.842975206611,1.0,1.0,0,2.0,Relatively New,484.0,0,0,0,0,0,0,0
flat,sobha city,sector 108,2.6,15195.791934541205,3.0,3.0,2,8.0,Relatively New,1711.0,0,0,0,0,0,0,99
flat,mrg skyline,sector 106,1.82,13392.200147167034,3.0,2.0,2,4.0,Relatively New,1359.0,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.9,10445.299615173171,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,49
flat,pyramid pride,sector 76,0.5,5924.1706161137445,2.0,2.0,1,8.0,Under Construction,844.0,0,0,0,0,0,0,76
flat,umang monsoon breeze,sector 78,0.69,4852.320675105485,2.0,2.0,2,11.0,Moderately Old,1422.0,0,0,0,0,0,0,60
flat,ramsons kshitij,sector 95,0.4,5256.241787122208,3.0,2.0,2,6.0,Relatively New,761.0,0,0,0,0,0,0,0
flat,godrej aria,sector 79,1.45,9705.488621151271,2.0,2.0,3+,9.0,Relatively New,1494.0,1,0,0,0,0,0,113
flat,shree vardhman victoria,sector 70,1.63,10674.525212835624,3.0,5.0,3,12.0,Relatively New,1527.0,0,1,0,0,0,0,43
flat,hcbs sports ville,sohna road,0.2,4219.034055696937,1.0,1.0,1,3.0,New Property,474.042156,0,0,0,0,0,0,71
flat,ashiana mulberry,sohna road,0.9,8181.818181818182,2.0,2.0,3+,7.0,Moderately Old,1100.0,1,0,0,0,0,2,156
flat,emaar palm gardens,sector 83,1.72,10750.0,3.0,3.0,3,4.0,Relatively New,1600.0,0,1,0,0,0,2,165
flat,smart world gems,sector 89,1.25,9704.968944099379,3.0,3.0,3,2.0,Under Construction,1288.0,0,0,0,1,0,0,12
flat,emaar palm heights,sector 77,1.75,9210.526315789473,3.0,3.0,3+,11.0,Relatively New,1900.0,0,1,0,0,0,0,94
flat,tulip violet,sector 69,1.68,11125.827814569537,3.0,3.0,2,0.0,Relatively New,1510.0,0,0,0,0,0,0,157
flat,birla navya,sector 63a,3.3,15348.837209302326,3.0,3.0,3,4.0,Under Construction,2150.0,0,1,0,0,0,0,52
house,independent,sector 105,0.55,98214.28571428571,4.0,4.0,0,2.0,Moderately Old,56.0,0,0,0,0,0,0,0
flat,m3m golfestate,sector 65,6.15,20317.145688800792,3.0,3.0,3,23.0,Moderately Old,3027.0,1,1,0,0,0,2,60
flat,ss the leaf,sector 85,2.0,9871.668311944719,3.0,4.0,3,5.0,Relatively New,2026.0,0,1,0,0,0,0,156
flat,raheja vedaanta,sector 108,1.25,6278.252134605726,3.0,2.0,0,0.0,Relatively New,1991.0,0,0,0,0,0,2,65
house,independent,sector 7,0.45,4500.0,3.0,2.0,0,1.0,Old Property,1000.0,0,0,0,0,0,0,0
flat,sbr minda sec 1 imt manesar,manesar,0.65,3832.5471698113206,3.0,2.0,3+,6.0,Moderately Old,1696.0,0,0,0,0,0,0,5
flat,apna enclave,sector 3,0.55,6111.111111111111,2.0,2.0,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
flat,imperia the esfera,sector 37c,1.1,5792.5223802001055,3.0,4.0,3,9.0,Relatively New,1899.0,1,1,0,0,0,0,49
house,independent,sector 17b,8.5,18813.634351482957,4.0,4.0,2,2.0,Old Property,4518.0,1,1,0,1,0,2,21
flat,sare petioles,sector 92,1.25,5487.2695346795435,3.0,3.0,3,18.0,Under Construction,2278.0,0,1,0,0,0,0,44
flat,emaar mgf the palm drive,sector 66,3.45,17250.0,3.0,4.0,3,6.0,Relatively New,2000.0,0,1,0,0,0,2,95
flat,ansal api sushant estate,sector 52,0.29,10431.654676258993,1.0,1.0,0,0.0,Moderately Old,278.0,0,0,0,0,0,2,49
flat,hero homes,sector 104,1.35,12340.036563071299,3.0,2.0,2,18.0,New Property,1094.0,0,0,0,0,0,0,49
flat,sare green parc,sector 92,0.85,6538.461538461538,3.0,2.0,2,20.0,Relatively New,1300.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.8,8888.888888888889,4.0,3.0,3,18.0,Relatively New,2025.0,1,1,0,1,0,0,49
house,bestech park view aindependentda,sector 81,4.35,7937.956204379562,4.0,4.0,3,2.0,Relatively New,5480.0,0,1,1,0,0,0,51
house,project housing board colony,sector 31,8.0,63492.06349206349,2.0,1.0,0,1.0,Moderately Old,1260.0,0,0,0,0,0,0,0
flat,brisk lumbini terrace homes,sector 109,1.38,5704.8367093840425,3.0,3.0,1,4.0,Moderately Old,2419.0,0,0,0,0,0,0,20
house,independent,sector 7,0.45,5000.0,3.0,2.0,1,2.0,Old Property,900.0,0,0,0,0,1,0,12
flat,mvn athens,sohna road,0.25,4672.897196261682,2.0,2.0,1,0.0,Relatively New,535.0,0,0,0,1,0,0,90
flat,pareena coban residences,sector 99a,1.6,8839.779005524862,3.0,3.0,3,6.0,Under Construction,1810.0,0,0,0,0,0,0,0
house,independent,sector 43,14.0,39886.039886039885,9.0,9.0,3+,4.0,Moderately Old,3510.0,0,1,0,0,0,0,7
house,independent,sector 50,5.0,232.00025984029102,6.0,5.0,3+,2.0,New Property,215517.0,1,1,0,1,1,2,0
flat,tulip monsella,sector 53,6.02,20816.04426002766,3.0,3.0,3,29.0,Under Construction,2892.0,0,0,0,0,0,0,68
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10382.513661202185,2.0,2.0,2,14.0,Relatively New,915.0,0,0,0,0,0,0,0
flat,oriental valley chs,sector 9a,1.5,7295.719844357976,4.0,3.0,3+,8.0,Moderately Old,2056.0,0,0,0,0,0,0,35
flat,m3m merlin,sector 67,2.8,13678.553981436247,3.0,3.0,3,5.0,Moderately Old,2047.0,0,1,0,0,0,1,26
flat,smart world gems,sector 89,0.88,7978.241160471442,2.0,2.0,0,2.0,New Property,1103.0,0,0,0,0,0,0,45
house,international city by sobha phase 2,sector 109,8.48,23555.555555555555,4.0,6.0,3+,3.0,New Property,3600.0,1,1,1,1,0,0,153
flat,godrej oasis,sector 88a,1.45,109022.55639097745,2.0,2.0,3+,9.0,Relatively New,133.0,1,0,0,0,0,1,85
flat,m3m capital,sector 113,3.25,12730.1214257736,4.0,4.0,3+,34.0,Under Construction,2553.0,1,1,0,1,0,0,115
flat,raisina residency,sector 59,5.0,11753.643629525153,4.0,4.0,3+,13.0,Relatively New,4254.0,1,1,1,1,0,2,174
flat,tulip orange,sector 70,1.0,9276.437847866418,3.0,2.0,2,3.0,Moderately Old,1078.0,0,0,0,0,0,0,58
flat,trisara our homes 3,sohna road,0.4,5979.073243647234,2.0,2.0,1,0.0,New Property,669.0,0,0,0,0,0,2,90
flat,m3m skycity,sector 65,2.85,15590.809628008752,3.0,3.0,3,43.0,Under Construction,1828.0,0,0,0,0,0,0,115
flat,emaar mgf emerald floors premier,sector 65,2.24,12220.403709765415,3.0,3.0,3,2.0,Relatively New,1833.0,1,1,0,0,0,0,46
flat,signature global park,sohna road,0.95,7851.239669421488,3.0,2.0,3+,3.0,New Property,1210.0,0,0,0,0,0,0,85
flat,essel towers,sector 14,2.2,11247.443762781186,3.0,4.0,3+,3.0,Old Property,1956.0,0,0,0,0,0,0,0
flat,ambience creacions,sector 22,2.79,15000.0,3.0,3.0,3,13.0,New Property,1860.0,0,0,0,0,0,1,158
house,ss hibiscus,sector 50,12.5,40849.67320261438,4.0,4.0,3+,2.0,Relatively New,3060.0,1,1,0,0,0,1,160
flat,orris aster court,sector 85,0.93,5860.113421550094,3.0,3.0,3,8.0,Relatively New,1587.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.42,10798.479087452472,3.0,3.0,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,128
flat,la vida by tata housing,sector 113,3.35,15227.272727272728,3.0,4.0,3+,12.0,New Property,2200.0,1,1,0,0,0,0,174
house,independent,sector 28,11.75,41315.04922644163,4.0,5.0,3+,4.0,Relatively New,2844.0,1,1,1,0,0,2,54
house,independent,sector 12,0.7,4117.64705882353,4.0,4.0,1,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0
flat,pareena coban residences,sector 99a,1.32,7599.309153713299,3.0,5.0,3,11.0,New Property,1737.0,0,1,0,0,0,0,88
flat,m3m woodshire,sector 107,1.35,6923.076923076923,3.0,4.0,3+,8.0,Relatively New,1950.0,0,1,0,0,0,2,74
flat,bhawna cghs,sector 43,3.25,10433.38683788122,4.0,4.0,3+,12.0,Moderately Old,3115.0,0,0,0,1,0,2,119
flat,housing board colony,sector 51,0.3,6535.9477124183,1.0,1.0,2,0.0,Old Property,459.0,0,0,0,0,0,0,0
flat,aipl zen residences,sector 70a,1.75,10257.91324736225,3.0,4.0,3+,20.0,Relatively New,1706.0,0,0,0,0,1,1,49
flat,ats marigold,sector 89,1.7,8744.855967078189,3.0,3.0,3+,8.0,Under Construction,1944.0,1,0,0,0,0,0,65
flat,signature global city 37d ph 2,sector 37d,1.36,8859.934853420196,3.0,3.0,3,1.0,Under Construction,1535.0,0,0,0,1,1,0,37
flat,eldeco accolade,sohna road,1.1,8339.651250947687,3.0,2.0,3,13.0,Relatively New,1319.0,0,0,0,0,0,0,56
flat,m3m soulitude,sector 89,1.33,9346.451159522136,3.0,3.0,3,4.0,Under Construction,1423.0,1,0,0,0,0,0,125
house,independent,sector 9,0.42,9333.333333333334,5.0,3.0,2,2.0,Old Property,450.0,0,0,0,0,0,0,0
house,ansal sushant lok 2,sector 56,3.4,22222.222222222223,6.0,6.0,3+,2.0,Moderately Old,1530.0,0,0,0,0,0,2,29
flat,umang winter hills,sector 77,1.05,6562.5,3.0,3.0,3,7.0,Relatively New,1600.0,0,0,0,0,0,0,49
flat,smart world orchard,sector 61,1.6,12519.561815336463,2.0,2.0,2,3.0,Under Construction,1278.0,1,0,0,0,0,0,37
flat,birla navya,sector 63a,3.7,13873.265841769778,3.0,3.0,3+,1.0,Under Construction,2667.0,0,0,0,0,0,0,72
flat,ats tourmaline,sector 109,1.5,8347.245409015026,3.0,4.0,3+,4.0,Relatively New,1797.0,0,1,0,0,0,0,39
flat,sare green parc phase 3,sector 92,0.79,6723.404255319149,3.0,2.0,2,15.0,New Property,1175.0,0,0,0,0,0,0,29
flat,breez global hill view,sohna road,0.35,5319.148936170212,2.0,2.0,2,18.0,New Property,658.0,0,0,0,0,0,0,15
house,sneh vihar,sohna road road,1.35,10000.0,5.0,5.0,3+,4.0,Relatively New,1350.0,0,0,0,0,0,0,0
flat,ireo victory valley,sector 67,3.05,13863.636363636364,3.0,4.0,2,35.0,Relatively New,2200.0,1,1,0,0,0,2,165
flat,godrej nature plus serenity,sector 33,1.45,9589.94708994709,3.0,2.0,3,3.0,Under Construction,1512.0,0,0,0,0,0,0,49
flat,vatika city,sector 49,2.65,11772.545535317637,3.0,4.0,3,11.0,Moderately Old,2251.0,0,1,0,1,0,2,140
flat,supertech araville,sector 79,0.8,4739.336492890995,2.0,2.0,2,12.0,New Property,1688.0,1,0,0,0,0,0,49
house,independent,manesar,2.0,14954.389113204725,3.0,1.0,0,3.0,Moderately Old,1337.4,0,0,0,0,0,0,16
flat,raheja sampada,sector 92,0.9,7258.064516129032,3.0,2.0,3,11.0,Relatively New,1240.0,0,0,0,0,0,0,88
flat,hcbs sports ville,sohna road,0.27,4361.873990306946,2.0,2.0,2,10.0,Relatively New,619.0,0,0,0,0,0,0,43
house,smart world gems,sector 89,1.25,8784.258608573437,3.0,3.0,2,1.0,Under Construction,1423.0,1,0,0,0,1,0,45
house,independent,sector 25,4.45,32962.96296296296,4.0,3.0,3+,2.0,Moderately Old,1350.0,0,0,1,0,0,0,79
flat,smart world orchard,sector 61,1.55,14889.5292987512,2.0,2.0,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43
house,emaar mgf marbella,sector 66,1.5,30000.0,5.0,7.0,3+,2.0,Moderately Old,500.0,1,1,1,1,0,2,70
flat,dlf the ultima,sector 81,2.35,15161.290322580646,3.0,3.0,3+,14.0,Relatively New,1550.0,1,1,0,1,1,1,49
flat,vatika sovereign next,sector 82a,3.85,6741.376291367536,5.0,6.0,3+,6.0,New Property,5711.0,0,1,0,1,0,0,148
flat,m3m heights,sector 65,1.99,17456.140350877195,2.0,2.0,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,48
house,independent,sector 26,4.5,33333.333333333336,3.0,3.0,2,2.0,Old Property,1350.0,0,0,0,1,0,2,58
flat,shree vardhman flora,sector 90,0.7,5952.380952380952,2.0,2.0,3,13.0,New Property,1176.0,1,0,0,0,0,0,15
house,independent,sector 28,1.39,9586.206896551723,2.0,2.0,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37
flat,the arzoo cghs,sector 51,2.1,9130.434782608696,4.0,4.0,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58
flat,suncity platinum towers,sector 28,7.0,28135.048231511253,4.0,3.0,2,10.0,Moderately Old,2488.0,0,1,0,0,0,0,31
flat,shree vardhman victoria,sector 70,1.5,9823.182711198428,3.0,5.0,3,7.0,Relatively New,1527.0,0,1,0,0,0,2,174
flat,ansal housing highland park,sector 103,0.88,7142.857142857143,2.0,2.0,3,3.0,New Property,1232.0,0,0,0,0,0,0,52
house,international city by sobha phase 2,sector 109,9.5,26388.88888888889,7.0,6.0,3,3.0,Relatively New,3600.0,1,1,0,1,0,0,138
flat,residency grand,sector 52,5.0,9615.384615384615,5.0,5.0,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0
flat,bestech park view residency,sector 2,0.98,6920.90395480226,2.0,2.0,3,14.0,Moderately Old,1416.0,1,0,0,0,0,0,92
house,dlf floors phase 3,sector 24,3.51,12341.772151898735,4.0,4.0,3,4.0,Under Construction,2844.0,1,1,1,1,0,2,160
flat,ats tourmaline,sector 109,2.3,9833.26207781103,3.0,4.0,3+,10.0,New Property,2339.0,0,1,0,0,1,0,74
flat,bestech park view ananda,sector 81,1.35,9388.038942976356,3.0,3.0,3+,10.0,Moderately Old,1438.0,0,0,1,0,0,2,72
house,independent,sector 9,0.5,6082.725060827251,3.0,2.0,1,1.0,Old Property,822.0,0,0,0,0,0,0,0
house,ansals florence villa,sector 57,3.3,19819.81981981982,4.0,3.0,3+,2.0,Moderately Old,1665.0,1,1,1,1,0,0,151
flat,indiabulls centrum park,sector 103,1.65,9803.921568627451,3.0,3.0,3+,15.0,Relatively New,1683.0,1,0,0,0,0,0,38
house,independent,sector 4,5.0,10101.0101010101,3.0,3.0,2,1.0,Old Property,4950.0,0,0,0,0,0,0,22
flat,ireo the grand arch,sector 58,2.2,14397.905759162304,2.0,2.0,1,5.0,Relatively New,1528.0,0,0,0,1,0,2,49
flat,bsf chs,gwal pahari,0.95,5343.082114735658,3.0,3.0,3,13.0,Old Property,1778.0,0,0,0,0,0,0,37
flat,zara aavaas,sector 104,0.4,7766.9902912621355,2.0,2.0,1,14.0,Relatively New,515.0,0,0,0,0,0,0,38
flat,suncity avenue,sector 102,0.47,8075.601374570447,2.0,2.0,1,5.0,Relatively New,582.0,0,0,1,0,0,0,142
house,independent,sector 41,4.25,26234.567901234568,10.0,9.0,3+,4.0,Moderately Old,1620.0,1,1,0,0,0,2,36
house,unitech uniworld resorts,sector 33,9.5,23335.789732252517,5.0,7.0,3+,2.0,Under Construction,4071.0,1,1,1,1,0,0,57
flat,housing apna enclave,sector 4,0.39,4105.263157894737,2.0,2.0,1,1.0,Relatively New,950.0,0,0,0,0,0,0,0
house,independent,sector 6,0.5,125000.0,5.0,3.0,3,3.0,Old Property,40.0,0,0,0,0,0,0,0
house,independent,sector 14,5.0,22222.222222222223,3.0,3.0,3,1.0,Moderately Old,2250.0,0,0,0,0,0,0,25
house,independent,sector 24,2.75,9166.666666666666,7.0,7.0,3+,3.0,Moderately Old,3000.0,0,0,0,0,1,2,0
flat,tulip violet,sector 69,1.68,9235.843870258384,4.0,4.0,2,1.0,Relatively New,1819.0,0,0,0,1,0,0,102
flat,assotech blith,sector 99,0.92,7449.392712550607,2.0,2.0,3+,22.0,Under Construction,1235.0,0,0,0,0,0,0,56
house,independent,sector 12,0.9,13333.333333333334,4.0,4.0,0,2.0,Old Property,675.0,0,0,0,0,0,0,0
flat,krrish florence estate,sector 70,1.25,7405.21327014218,3.0,3.0,3,18.0,Under Construction,1688.0,0,0,0,0,0,0,51
flat,chintamani,sector 103,1.57,8509.485094850948,3.0,3.0,3,1.0,Relatively New,1845.0,0,0,0,0,0,0,0
house,independent,sector 3,0.8,73394.49541284403,5.0,4.0,1,2.0,Moderately Old,109.0,0,0,0,0,0,0,0
flat,the lions cghs,sector 56,2.05,8200.0,4.0,4.0,3+,6.0,Relatively New,2500.0,0,0,0,0,1,2,101
house,independent,sector 13,0.9,11464.968152866242,5.0,4.0,3,3.0,Moderately Old,785.0,1,1,0,1,1,0,0
flat,ss the leaf,sector 85,1.18,6941.176470588235,2.0,2.0,3,9.0,Relatively New,1700.0,1,0,0,0,0,2,150
house,vipul tatvam villa,sector 48,7.69,24068.85758998435,4.0,5.0,3,2.0,Moderately Old,3195.0,1,1,1,1,0,2,110
flat,shree vardhman victoria,sector 70,1.64,10740.013097576946,3.0,5.0,3,8.0,Relatively New,1527.0,0,1,0,0,0,0,126
flat,vasant appartments,sector 14,1.7,6651.017214397496,5.0,5.0,2,2.0,Old Property,2556.0,1,0,1,1,0,1,71
house,independent,sector 57,4.7,21759.25925925926,3.0,3.0,2,2.0,Old Property,2160.0,0,1,0,0,1,0,43
house,unitech espace,sector 50,10.3,31790.123456790123,5.0,6.0,3+,3.0,Moderately Old,3240.0,1,1,1,1,0,2,160
house,independent,sector 6,0.75,10518.934081346424,6.0,4.0,1,3.0,Moderately Old,713.0,0,0,0,0,0,0,62
house,adani brahma samsara,sector 60,18.02,28200.312989045382,9.0,12.0,3+,3.0,Relatively New,6390.0,0,1,0,0,0,2,146
flat,orris aster court,sector 85,0.9,6267.409470752089,3.0,3.0,3,8.0,Relatively New,1436.0,0,0,0,0,0,0,49
flat,shree vardhman flora,sector 90,0.7,5718.954248366013,2.0,2.0,3,9.0,New Property,1224.0,1,0,0,0,1,0,51
flat,ansal heights 86,sector 86,1.3,5156.683855612852,4.0,6.0,2,11.0,New Property,2521.0,0,1,0,0,1,0,86
flat,wings apartment,sector 9,1.2,6000.0,4.0,3.0,2,4.0,Moderately Old,2000.0,0,0,0,0,0,2,23
house,ansal sushant lok plots,sector 43,11.5,12777.777777777777,7.0,8.0,3+,3.0,Old Property,9000.0,0,1,1,1,0,2,31
flat,maruti vihar,sector 28,1.0,10050.251256281406,1.0,1.0,1,1.0,Old Property,995.0,1,0,0,1,0,2,80
house,independent,sector 23,5.1,16569.200779727096,3.0,2.0,0,1.0,Old Property,3078.0,0,0,0,0,1,0,27
flat,millenium bajrang society,sector 43,2.5,10425.35446205171,4.0,4.0,3+,2.0,Relatively New,2398.0,0,0,0,0,0,2,94
flat,microtek greenburg,sector 86,1.45,9797.297297297297,3.0,2.0,3,8.0,Relatively New,1480.0,0,0,0,0,0,1,72
flat,ireo victory valley,sector 67,2.87,13699.28400954654,3.0,3.0,3+,16.0,Relatively New,2095.0,0,1,0,0,0,2,174
flat,bestech park view residency,sector 2,1.55,8918.296892980437,3.0,4.0,3+,4.0,Old Property,1738.0,0,1,0,0,0,0,84
flat,"godrej 101, sector 79",sector 79,1.25,9038.322487346348,2.0,2.0,3,1.0,Relatively New,1383.0,0,0,0,0,0,0,0
flat,signature global city,sector 37d,0.68,10559.006211180125,2.0,2.0,3,9.0,New Property,644.0,0,0,0,0,1,0,58
house,independent,sector 4,3.2,14222.222222222223,3.0,3.0,2,2.0,Old Property,2250.0,0,0,0,0,0,0,13
house,international city by sobha phase 1,sector 109,6.0,24691.35802469136,4.0,4.0,3+,2.0,Relatively New,2430.0,1,1,1,1,0,0,160
flat,trisara our homes 3,sohna road,0.38,6312.292358803987,2.0,2.0,2,1.0,Relatively New,602.0,0,0,0,0,0,0,0
house,independent,sector 7,1.55,129166.66666666667,2.0,2.0,2,1.0,Moderately Old,120.0,0,0,0,0,0,2,52
flat,sukhshanti apartment,sector 56,1.65,7742.843735335523,3.0,3.0,3+,5.0,Moderately Old,2131.0,1,0,0,0,0,2,134
flat,adani m2k oyster grande,sector 102,2.61,11863.636363636364,3.0,3.0,3,14.0,Relatively New,2200.0,1,1,0,0,0,0,21
house,tata primanti,sector 72,8.6,12285.714285714286,4.0,5.0,3+,3.0,Relatively New,7000.0,0,0,0,0,0,2,30
flat,umang winter hills,sector 77,0.75,6355.932203389831,2.0,2.0,2,7.0,Relatively New,1180.0,0,0,0,0,0,2,174
house,independent,sector 12,3.71,19818.37606837607,3.0,3.0,1,4.0,Moderately Old,1872.0,0,0,0,1,0,0,0
flat,raheja vedas,sector 108,2.15,4673.913043478261,3.0,4.0,3+,12.0,Relatively New,4600.0,1,0,0,0,0,0,0
flat,ats triumph,sector 104,1.73,8349.420849420849,3.0,4.0,3+,15.0,Relatively New,2072.0,0,1,0,0,0,0,159
flat,vipul lavanya,sector 81,1.28,6458.123107971745,3.0,3.0,3,1.0,Moderately Old,1982.0,0,1,0,1,0,2,49
flat,millenia,sector 37c,0.4,5997.001499250375,2.0,2.0,2,4.0,New Property,667.0,0,0,0,0,0,0,29
house,independent,sector 55,3.55,24499.65493443754,4.0,4.0,3+,2.0,Old Property,1449.0,0,0,0,0,0,2,27
flat,tulip violet,sector 69,1.95,10720.175920835623,4.0,4.0,2,0.0,Relatively New,1819.0,0,0,0,0,0,0,157
flat,m3m woodshire,sector 107,0.8,6472.491909385113,2.0,2.0,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67
house,dlf city plot phase 4,sector 28,13.0,16137.040714995035,10.0,10.0,3+,1.0,Relatively New,8056.0,0,0,0,0,0,0,0
flat,godrej,sector 79,1.41,8070.978820835719,2.0,2.0,3,3.0,New Property,1747.0,1,0,0,0,0,0,104
flat,godrej nature plus serenity,sector 33,1.39,10427.60690172543,3.0,2.0,3+,23.0,Under Construction,1333.0,0,0,0,0,0,0,105
house,independent,sector 26,7.0,39259.67470555244,5.0,5.0,2,3.0,Relatively New,1783.0,0,1,0,0,0,0,9
flat,godrej,sector 79,1.33,9425.939050318922,2.0,2.0,3,6.0,Relatively New,1411.0,1,0,0,0,0,0,158
flat,cancon enclave,sector 4,1.05,7000.0,3.0,2.0,2,2.0,New Property,1500.0,0,0,0,0,0,2,0
house,independent,sector 4,3.3,14666.666666666666,3.0,3.0,2,1.0,Old Property,2250.0,0,0,0,0,0,0,34
flat,lotus homz,sector 111,0.5,13368.98395721925,1.0,1.0,1,2.0,Relatively New,374.0,0,0,0,0,0,1,72
flat,ramprastha skyz,sector 37d,1.0,5455.537370430988,3.0,5.0,3,11.0,Under Construction,1833.0,0,1,0,0,1,0,8
flat,raheja revanta,sector 78,1.2,14580.801944106926,1.0,2.0,2,32.0,Under Construction,823.0,0,0,0,0,0,0,39
flat,sapphire eighty three,sector 83,0.4,7692.307692307692,1.0,1.0,1,6.0,Relatively New,520.0,0,0,0,0,0,1,52
house,independent,sector 25,1.5,33333.333333333336,5.0,5.0,3+,2.0,Relatively New,450.0,1,1,0,1,1,2,49
flat,emaar mgf the palm drive,sector 66,1.51,12710.43771043771,2.0,2.0,2,5.0,Relatively New,1188.0,0,0,0,1,0,2,82
flat,indiabulls enigma,sector 110,3.6,11699.707507312318,4.0,5.0,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,165
flat,experion windchants,sector 112,3.65,16400.366649292762,3.0,4.0,3+,14.0,Relatively New,2225.56,0,1,0,0,0,2,150
flat,pivotal devaan,sector 84,0.36,6779.661016949152,2.0,2.0,1,9.0,Relatively New,531.0,0,0,1,0,0,1,80
flat,signature global city,sector 37d,0.8,9302.32558139535,2.0,2.0,2,2.0,Under Construction,860.0,0,0,0,0,0,0,42
flat,smart world gems,sector 89,0.86,8617.234468937875,2.0,3.0,3,4.0,Under Construction,998.0,0,0,0,0,0,0,45
flat,dlf regency park,sector 28,2.26,13294.117647058822,3.0,3.0,2,19.0,Old Property,1700.0,0,1,0,0,0,0,158
flat,central park flower valley,sector 33,1.4,23809.52380952381,3.0,3.0,3,2.0,Under Construction,588.0,0,0,0,0,0,0,54
flat,paras dews,sector 106,0.87,7767.857142857143,2.0,2.0,3+,1.0,New Property,1120.0,0,0,0,0,0,0,174
flat,chd avenue,sector 71,0.95,7916.666666666667,2.0,2.0,0,5.0,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.2,8432.8882642305,3.0,3.0,2,3.0,New Property,1423.0,1,0,0,0,1,0,37
flat,orris aster court,sector 85,0.67,5360.0,2.0,2.0,2,5.0,Relatively New,1250.0,0,0,0,0,1,2,174
flat,dlf regal gardens,sector 90,1.25,8028.259473346178,3.0,3.0,3,18.0,Relatively New,1557.0,0,0,0,0,1,0,72
flat,signature global grand iva,sector 103,0.5,7163.323782234957,2.0,2.0,2,10.0,Relatively New,698.0,0,0,0,0,0,0,8
flat,lavanya apartments,sector 81,0.9,5056.179775280899,3.0,3.0,0,7.0,Relatively New,1780.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.15,6969.69696969697,3.0,3.0,3,11.0,Relatively New,1650.0,0,1,0,1,0,2,174
flat,ireo victory valley,sector 67,2.95,13193.202146690519,3.0,3.0,3+,14.0,Moderately Old,2236.0,0,1,0,1,0,2,165
flat,bptp terra,sector 37d,1.72,8673.726676752396,3.0,3.0,3+,10.0,Relatively New,1983.0,0,1,0,0,0,0,31
